#Dp;INSEE;Commune;Pfx;Habitants;Densité
01;01001;Abergement-Clémenciat ;l';579;36
01;01002;Abergement-de-Varey ;l';159;17
01;01004;Ambérieu-en-Bugey;;10455;425
01;01005;Ambérieux-en-Dombes;;1156;73
01;01006;Ambléon;;76;13
01;01007;Ambronay;;1996;59
01;01008;Ambutrix;;595;114
01;01009;Andert-et-Condon;;262;38
01;01010;Anglefort;;687;23
01;01011;Apremont;;341;23
01;01012;Aranc;;291;13
01;01013;Arandas;;128;9
01;01014;Arbent;;3369;143
01;01015;Arbignieu;;387;30
01;01016;Arbigny;;314;18
01;01017;Argis;;405;52
01;01019;Armix;;14;2
01;01021;Ars-sur-Formans;;851;155
01;01022;Artemare;;961;256
01;01023;Asnières-sur-Saône;;68;15
01;01024;Attignat;;1776;95
01;01025;Bâgé-la-Ville;;1959;49
01;01026;Bâgé-le-Châtel;;751;853
01;01027;Balan;;1668;92
01;01028;Baneins;;377;42
01;01029;Beaupont;;422;30
01;01030;Beauregard;;868;923
01;01031;Bellignat;;3233;413
01;01032;Béligneux;;2319;174
01;01033;Bellegarde-sur-Valserine;;11153;731
01;01034;Belley;;7807;348
01;01035;Belleydoux;;232;13
01;01036;Belmont-Luthézieu;;308;16
01;01037;Bénonces;;249;16
01;01038;Bény;;587;32
01;01039;Béon;;348;34
01;01040;Béréziat;;308;28
01;01041;Bettant;;703;209
01;01042;Bey;;195;70
01;01043;Beynost;;3141;295
01;01044;Billiat;;396;29
01;01045;Birieux;;125;8
01;01046;Biziat;;574;50
01;01047;Blyes;;535;57
01;01049;Boisse ;la;2419;257
01;01050;Boissey;;206;23
01;01051;Bolozon;;93;19
01;01052;Bouligneux;;274;11
01;01053;Bourg-en-Bresse;;40972;1717
01;01054;Bourg-St-Christophe;;716;80
01;01056;Boyeux-St-Jérôme;;241;14
01;01057;Boz;;352;48
01;01058;Brégnier-Cordon;;511;46
01;01059;Brénaz;;95;10
01;01060;Brénod;;385;16
01;01061;Brens;;638;92
01;01062;Bressolles;;480;62
01;01063;Brion;;587;131
01;01064;Briord;;618;50
01;01065;Buellas;;1162;114
01;01066;Burbanche ;la;60;6
01;01067;Ceignes;;160;16
01;01068;Cerdon;;672;55
01;01069;Certines;;916;58
01;01071;Cessy;;1763;276
01;01072;Ceyzériat;;2058;220
01;01073;Ceyzérieu;;766;39
01;01074;Chalamont;;1476;45
01;01075;Chaleins;;754;44
01;01076;Chaley;;107;23
01;01077;Challes;;193;25
01;01078;Challex;;967;112
01;01079;Champagne-en-Valromey;;667;37
01;01080;Champdor;;459;26
01;01081;Champfromier;;440;14
01;01082;Chanay;;410;23
01;01083;Chaneins;;478;38
01;01084;Chanoz-Châtenay;;476;35
01;01085;Chapelle-du-Châtelard ;la;247;18
01;01087;Charix;;261;14
01;01088;Charnoz-sur-Ain;;416;63
01;01089;Château-Gaillard;;1027;64
01;01090;Châtenay;;276;18
01;01091;Châtillon-en-Michaille;;2189;58
01;01092;Châtillon-la-Palud;;874;62
01;01093;Châtillon-sur-Chalaronne;;3786;211
01;01094;Chavannes-sur-Reyssouze;;565;34
01;01095;Chavannes-sur-Suran;;419;19
01;01096;Chaveyriat;;766;45
01;01097;Chavornay;;175;23
01;01098;Chazey-Bons;;684;65
01;01099;Chazey-sur-Ain;;895;41
01;01100;Cheignieu-la-Balme;;110;18
01;01101;Chevillard;;137;21
01;01102;Chevroux;;586;34
01;01103;Chevry;;733;126
01;01104;Chézery-Forens;;357;8
01;01105;Civrieux;;954;48
01;01106;Cize;;112;25
01;01107;Cleyzieu;;84;11
01;01108;Coligny;;1117;66
01;01109;Collonges;;1000;62
01;01110;Colomieu;;114;19
01;01111;Conand;;56;4
01;01112;Condamine;;248;53
01;01113;Condeissiat;;581;27
01;01114;Confort;;449;39
01;01115;Confrançon;;805;44
01;01116;Contrevoz;;416;29
01;01117;Conzieu;;79;11
01;01118;Corbonod;;841;27
01;01119;Corcelles;;207;15
01;01121;Corlier;;76;14
01;01122;Cormaranche-en-Bugey;;704;37
01;01123;Cormoranche-sur-Saône;;780;79
01;01124;Cormoz;;502;26
01;01125;Corveissiat;;437;19
01;01127;Courmangoux;;327;22
01;01128;Courtes;;194;21
01;01129;Crans;;209;16
01;01130;Cras-sur-Reyssouze;;846;61
01;01133;Cressin-Rochefort;;250;32
01;01134;Crottet;;1313;108
01;01135;Crozet;;1164;42
01;01136;Cruzilles-lès-Mépillat;;580;49
01;01138;Culoz;;2639;136
01;01139;Curciat-Dongalon;;449;19
01;01140;Curtafond;;422;34
01;01141;Cuzieu;;240;49
01;01142;Dagneux;;3317;499
01;01143;Divonne-les-Bains;;5580;165
01;01144;Dommartin;;537;31
01;01145;Dompierre-sur-Veyle;;828;28
01;01146;Dompierre-sur-Chalaronne;;268;56
01;01147;Domsure;;436;29
01;01148;Dortan;;2107;116
01;01149;Douvres;;606;115
01;01150;Drom;;146;19
01;01151;Druillat;;823;40
01;01152;Echallon;;550;20
01;01153;Echenevex;;997;61
01;01154;Etrez;;510;42
01;01155;Evosges;;101;8
01;01156;Faramans;;482;43
01;01157;Fareins;;1545;188
01;01158;Farges;;559;39
01;01159;Feillens;;2624;176
01;01160;Ferney-Voltaire;;6408;1341
01;01162;Flaxieu;;53;19
01;01163;Foissiat;;1481;37
01;01165;Amareins-Francheleins-Cesseins;;826;61
01;01166;Frans;;1549;194
01;01167;Garnerans;;484;56
01;01169;Genouilleux;;320;78
01;01170;Géovreissiat;;455;97
01;01171;Géovreisset;;450;129
01;01172;Germagnat;;86;9
01;01173;Gex;;6615;207
01;01174;Giron;;88;9
01;01175;Gorrevod;;512;74
01;01176;Grand-Abergement ;le;96;3
01;01177;Grand-Corent;;104;15
01;01179;Grièges;;1606;108
01;01180;Grilly;;634;85
01;01181;Groissiat;;611;97
01;01182;Groslée;;286;39
01;01183;Guéreins;;995;221
01;01184;Hautecourt-Romanèche;;588;27
01;01185;Hauteville-Lompnes;;3895;77
01;01186;Hostias;;56;5
01;01187;Hotonnes;;268;9
01;01188;Illiat;;396;19
01;01189;Injoux-Génissiat;;940;32
01;01190;Innimond;;81;6
01;01191;Izenave;;130;10
01;01192;Izernore;;1170;56
01;01193;Izieu;;161;21
01;01194;Jassans-Riottier;;4609;958
01;01195;Jasseron;;1079;57
01;01196;Jayat;;650;40
01;01197;Journans;;286;118
01;01198;Joyeux;;171;10
01;01199;Jujurieux;;1602;104
01;01200;Labalme;;120;14
01;01202;Lagnieu;;5686;209
01;01203;Laiz;;806;78
01;01204;Lalleyriat;;191;13
01;01205;Lancrans;;815;84
01;01206;Lantenay;;235;36
01;01207;Lapeyrouse;;207;10
01;01208;Lavours;;108;17
01;01209;Léaz;;461;40
01;01210;Lélex;;232;13
01;01211;Lent;;1043;33
01;01212;Lescheroux;;527;26
01;01213;Leyment;;822;58
01;01214;Leyssard;;113;12
01;01215;Lhôpital;;53;14
01;01216;Lhuis;;587;24
01;01218;Lochieu;;69;10
01;01219;Lompnas;;137;11
01;01221;Lompnieu;;97;9
01;01224;Loyettes;;2256;106
01;01225;Lurcy;;199;41
01;01227;Magnieu;;290;47
01;01228;Maillat;;623;55
01;01229;Malafretaz;;624;68
01;01230;Mantenay-Montlin;;256;24
01;01231;Manziat;;1482;117
01;01232;Marboz;;2026;50
01;01233;Marchamp;;106;8
01;01234;Marignieu;;138;39
01;01235;Marlieux;;633;38
01;01236;Marsonnas;;728;40
01;01237;Martignat;;1003;76
01;01238;Massieux;;1782;575
01;01239;Massignieu-de-Rives;;412;43
01;01240;Matafelon-Granges;;406;19
01;01241;Meillonnas;;1051;59
01;01242;Mérignat;;85;27
01;01243;Messimy-sur-Saône;;827;139
01;01244;Meximieux;;6230;453
01;01245;Bohas-Meyriat-Rignat;;657;28
01;01246;Mézériat;;1995;104
01;01247;Mijoux;;258;12
01;01248;Mionnay;;1103;56
01;01249;Miribel;;7683;314
01;01250;Misérieux;;1224;165
01;01252;Mogneneins;;491;57
01;01254;Montagnat;;1173;85
01;01255;Montagnieu;;356;57
01;01257;Montanges;;248;18
01;01258;Montceaux;;672;67
01;01259;Montcet;;420;63
01;01260;Montellier ;le;170;11
01;01261;Monthieux;;344;32
01;01262;Montluel;;5954;148
01;01263;Montmerle-sur-Saône;;2596;624
01;01264;Montracol;;551;38
01;01265;Montréal-la-Cluse;;3496;272
01;01266;Montrevel-en-Bresse;;1973;192
01;01267;Nurieux-Volognat;;856;44
01;01268;Murs-et-Gélignieux;;188;29
01;01269;Nantua;;3602;282
01;01271;Nattages;;322;31
01;01272;Neuville-les-Dames;;1141;43
01;01273;Neuville-sur-Ain;;1151;58
01;01274;Neyrolles ;les;615;65
01;01275;Neyron;;1723;321
01;01276;Niévroz;;1061;101
01;01277;Nivollet-Montgriffon;;66;8
01;01279;Oncieu;;68;9
01;01280;Ordonnaz;;115;8
01;01281;Ornex;;2263;401
01;01282;Outriaz;;275;47
01;01283;Oyonnax;;23869;663
01;01284;Ozan;;408;62
01;01285;Parcieux;;784;250
01;01286;Parves;;286;52
01;01288;Péron;;1202;46
01;01289;Péronnas;;5352;305
01;01290;Pérouges;;851;45
01;01291;Perrex;;714;64
01;01292;Petit-Abergement ;le;141;5
01;01293;Peyriat;;154;26
01;01294;Peyrieu;;560;40
01;01295;Peyzieux-sur-Saône;;245;28
01;01296;Pirajoux;;304;23
01;01297;Pizay;;433;39
01;01298;Plagne;;73;12
01;01299;Plantay ;le;344;17
01;01300;Poizat ;le;270;15
01;01301;Polliat;;2025;101
01;01302;Pollieu;;108;29
01;01303;Poncin;;1229;62
01;01304;Pont-d'Ain;;2258;201
01;01305;Pont-de-Vaux;;1913;254
01;01306;Pont-de-Veyle;;1421;732
01;01307;Port;;773;182
01;01308;Pougny;;600;77
01;01309;Pouillat;;38;6
01;01310;Prémeyzel;;190;25
01;01311;Prémillieu;;40;5
01;01312;Pressiat;;155;26
01;01313;Prévessin-Moëns;;3723;308
01;01314;Priay;;948;60
01;01316;Pugieu;;123;25
01;01317;Ramasse;;189;19
01;01318;Rancé;;410;43
01;01319;Relevant;;327;26
01;01320;Replonges;;2687;162
01;01321;Revonnas;;438;57
01;01322;Reyrieux;;3057;195
01;01323;Reyssouze;;709;74
01;01325;Rignieux-le-Franc;;743;49
01;01328;Romans;;480;22
01;01329;Rossillon;;103;13
01;01330;Ruffieu;;144;10
01;01331;St-Alban;;122;15
01;01332;St-André-de-Bâgé;;437;162
01;01333;St-André-de-Corcy;;2547;123
01;01334;St-André-d'Huiriat;;368;41
01;01335;St-André-le-Bouchoux;;171;18
01;01336;St-André-sur-Vieux-Jonc;;979;40
01;01337;St-Bénigne;;823;50
01;01338;St-Benoît;;488;23
01;01339;St-Bernard;;872;277
01;01340;St-Bois;;113;12
01;01341;St-Champ;;143;28
01;01342;Ste-Croix;;365;34
01;01343;St-Cyr-sur-Menthon;;1243;73
01;01344;St-Denis-lès-Bourg;;4145;329
01;01345;St-Denis-en-Bugey;;1780;682
01;01346;St-Didier-d'Aussiat;;594;39
01;01347;St-Didier-de-Formans;;1288;197
01;01348;St-Didier-sur-Chalaronne;;2065;83
01;01349;St-Eloi;;358;25
01;01350;St-Etienne-du-Bois;;1982;70
01;01351;St-Etienne-sur-Chalaronne;;1037;49
01;01352;St-Etienne-sur-Reyssouze;;376;27
01;01353;Ste-Euphémie;;857;186
01;01354;St-Genis-Pouilly;;5696;583
01;01355;St-Genis-sur-Menthon;;324;28
01;01356;St-Georges-sur-Renon;;126;22
01;01357;St-Germain-de-Joux;;465;41
01;01358;St-Germain-les-Paroisses;;273;17
01;01359;St-Germain-sur-Renon;;190;12
01;01360;St-Jean-de-Gonville;;1001;81
01;01361;St-Jean-de-Niost;;810;57
01;01362;St-Jean-de-Thurigneux;;504;31
01;01363;St-Jean-le-Vieux;;1274;83
01;01364;St-Jean-sur-Reyssouze;;541;20
01;01365;St-Jean-sur-Veyle;;926;83
01;01366;Ste-Julie;;529;47
01;01367;St-Julien-sur-Reyssouze;;532;71
01;01368;St-Julien-sur-Veyle;;522;53
01;01369;St-Just;;614;182
01;01370;St-Laurent-sur-Saône;;1710;3226
01;01371;St-Marcel;;786;68
01;01372;St-Martin-de-Bavel;;327;38
01;01373;St-Martin-du-Frêne;;971;51
01;01374;St-Martin-du-Mont;;1179;42
01;01375;St-Martin-le-Châtel;;555;43
01;01376;St-Maurice-de-Beynost;;3468;496
01;01378;St-Maurice-de-Gourdans;;1575;62
01;01379;St-Maurice-de-Rémens;;613;59
01;01380;St-Nizier-le-Bouchoux;;625;22
01;01381;St-Nizier-le-Désert;;484;19
01;01382;Ste-Olive;;196;27
01;01383;St-Paul-de-Varax;;1081;42
01;01384;St-Rambert-en-Bugey;;2112;74
01;01385;St-Rémy;;668;91
01;01386;St-Sorlin-en-Bugey;;832;92
01;01387;St-Sulpice;;102;19
01;01388;St-Trivier-de-Courtes;;1064;64
01;01389;St-Trivier-sur-Moignans;;1471;35
01;01390;St-Vulbas;;710;33
01;01391;Salavre;;246;32
01;01392;Samognat;;285;20
01;01393;Sandrans;;346;12
01;01396;Sault-Brénaz;;1014;181
01;01397;Sauverny;;1067;565
01;01398;Savigneux;;792;54
01;01399;Ségny;;1211;374
01;01400;Seillonnaz;;120;13
01;01401;Sergy;;1201;127
01;01402;Sermoyer;;522;31
01;01403;Serrières-de-Briord;;834;104
01;01404;Serrières-sur-Ain;;71;9
01;01405;Servas;;879;67
01;01406;Servignat;;136;17
01;01407;Seyssel;;817;340
01;01408;Simandre-sur-Suran;;574;35
01;01409;Songieu;;101;5
01;01410;Sonthonnax-la-Montagne;;242;17
01;01411;Souclin;;197;15
01;01412;Sulignat;;434;40
01;01413;Surjoux;;70;16
01;01414;Sutrieu;;209;11
01;01415;Talissieu;;401;84
01;01416;Tenay;;1356;103
01;01417;Thézillieu;;297;11
01;01418;Thil;;769;149
01;01419;Thoiry;;3015;104
01;01420;Thoissey;;1306;975
01;01421;Torcieu;;569;53
01;01422;Tossiat;;979;96
01;01423;Toussieux;;437;92
01;01424;Tramoyes;;1136;88
01;01425;Tranclière ;la;254;17
01;01426;Treffort-Cuisiat;;1779;45
01;01427;Trévoux;;6092;1067
01;01428;Valeins;;61;14
01;01429;Vandeins;;415;44
01;01430;Varambon;;353;44
01;01431;Vaux-en-Bugey;;881;107
01;01432;Verjon;;235;46
01;01433;Vernoux;;148;15
01;01434;Versailleux;;219;12
01;01435;Versonnex;;1866;317
01;01436;Vesancy;;363;34
01;01437;Vescours;;184;15
01;01439;Vésines;;108;28
01;01441;Vieu-d'Izenave;;524;22
01;01442;Vieu;;293;45
01;01443;Villars-les-Dombes;;3415;139
01;01444;Villebois;;924;64
01;01445;Villemotier;;419;30
01;01446;Villeneuve;;845;32
01;01447;Villereversure;;1003;57
01;01448;Villes;;226;25
01;01449;Villette-sur-Ain;;412;21
01;01450;Villieu-Loyes-Mollon;;2182;137
01;01451;Viriat;;4701;104
01;01452;Virieu-le-Grand;;922;73
01;01453;Virieu-le-Petit;;279;17
01;01454;Virignin;;550;70
01;01456;Vongnes;;92;45
01;01457;Vonnas;;2381;134
02;02001;Abbécourt;;467;78
02;02002;Achery;;564;82
02;02003;Acy;;985;84
02;02004;Agnicourt-et-Séchelles;;209;19
02;02005;Aguilcourt;;328;31
02;02006;Aisonville-et-Bernoville;;216;25
02;02007;Aizelles;;81;17
02;02008;Aizy-Jouy;;230;16
02;02009;Alaincourt;;521;88
02;02010;Allemant;;136;27
02;02011;Ambleny;;1119;65
02;02012;Ambrief;;91;20
02;02013;Amifontaine;;351;13
02;02014;Amigny-Rouy;;693;53
02;02015;Ancienville;;34;9
02;02016;Andelain;;163;56
02;02017;Anguilcourt-le-Sart;;278;30
02;02018;Anizy-le-Château;;1896;200
02;02019;Annois;;372;63
02;02020;Any-Martin-Rieux;;525;30
02;02021;Archon;;87;14
02;02022;Arcy-Ste-Restitue;;328;12
02;02023;Armentières-sur-Ourcq;;85;12
02;02024;Arrancy;;42;8
02;02025;Artemps;;347;55
02;02026;Artonges;;134;10
02;02027;Assis-sur-Serre;;257;32
02;02028;Athies-sous-Laon;;2124;138
02;02029;Attilly;;401;34
02;02030;Aubencheul-aux-Bois;;275;130
02;02031;Aubenton;;826;35
02;02032;Aubigny-aux-Kaisnes;;263;71
02;02033;Aubigny-en-Laonnois;;120;27
02;02034;Audignicourt;;94;17
02;02035;Audigny;;214;20
02;02036;Augy;;62;24
02;02037;Aulnois-sous-Laon;;1146;114
02;02038;Autels ;les;99;17
02;02039;Autremencourt;;125;14
02;02040;Autreppes;;150;22
02;02041;Autreville;;749;211
02;02042;Azy-sur-Marne;;372;134
02;02043;Bagneux;;61;28
02;02044;Bancigny;;39;12
02;02046;Barenton-Bugny;;578;51
02;02047;Barenton-Cel;;141;21
02;02048;Barenton-sur-Serre;;106;13
02;02049;Barisis;;689;46
02;02050;Barzy-en-Thiérache;;308;40
02;02051;Barzy-sur-Marne;;359;48
02;02052;Bassoles-Aulers;;121;17
02;02053;Baulne-en-Brie;;219;12
02;02054;Bazoches-sur-Vesles;;351;37
02;02055;Beaumé;;113;12
02;02056;Beaumont-en-Beine;;138;26
02;02057;Beaurevoir;;1425;66
02;02058;Beaurieux;;654;67
02;02059;Beautor;;3114;419
02;02060;Beauvois-en-Vermandois;;304;40
02;02061;Becquigny;;253;54
02;02062;Belleau;;134;20
02;02063;Bellenglise;;441;69
02;02064;Belleu;;4083;901
02;02065;Bellicourt;;664;68
02;02066;Benay;;206;30
02;02067;Bergues-sur-Sambre;;211;48
02;02068;Berlancourt;;112;22
02;02069;Berlise;;108;16
02;02070;Bernot;;459;28
02;02071;Berny-Rivière;;528;67
02;02072;Berrieux;;162;33
02;02073;Berry-au-Bac;;509;63
02;02074;Bertaucourt-Epourdon;;462;62
02;02075;Berthenicourt;;200;65
02;02076;Bertricourt;;66;15
02;02077;Berzy-le-Sec;;365;31
02;02078;Besmé;;136;51
02;02079;Besmont;;165;10
02;02080;Besny-et-Loizy;;314;32
02;02081;Béthancourt-en-Vaux;;353;82
02;02082;Beugneux;;75;10
02;02083;Beuvardes;;642;41
02;02084;Bézu-le-Guéry;;165;15
02;02085;Bézu-St-Germain;;413;37
02;02086;Bichancourt;;902;117
02;02087;Bieuxy;;21;5
02;02088;Bièvres;;84;32
02;02089;Billy-sur-Aisne;;1279;171
02;02090;Billy-sur-Ourcq;;208;20
02;02091;Blanzy-lès-Fismes;;79;15
02;02093;Blérancourt;;1270;118
02;02094;Blesmes;;339;35
02;02095;Bohain-en-Vermandois;;6955;219
02;02096;Bois-lès-Pargny;;194;19
02;02097;Boncourt;;237;18
02;02098;Bonneil;;336;159
02;02099;Bonnesvalyn;;203;32
02;02100;Bony;;101;13
02;02101;Bosmont-sur-Serre;;197;20
02;02102;Bouconville-Vauclair;;170;13
02;02103;Boué;;1369;131
02;02104;Bouffignereux;;111;25
02;02105;Bouresches;;166;22
02;02106;Bourg-et-Comin;;535;104
02;02107;Bourguignon-sous-Coucy;;99;35
02;02108;Bourguignon-sous-Montbavin;;147;77
02;02109;Bouteille ;la;502;26
02;02110;Braine;;2090;180
02;02111;Brancourt-en-Laonnois;;710;108
02;02112;Brancourt-le-Grand;;569;43
02;02114;Brasles;;1206;162
02;02115;Braye-en-Laonnois;;192;24
02;02116;Braye-en-Thiérache;;175;19
02;02117;Bray-St-Christophe;;72;25
02;02118;Braye;;133;99
02;02119;Brécy;;284;28
02;02120;Brenelle;;184;42
02;02121;Breny;;212;47
02;02122;Brie;;60;21
02;02123;Brissay-Choigny;;318;35
02;02124;Brissy-Hamégicourt;;715;58
02;02125;Brumetz;;166;23
02;02126;Brunehamel;;508;57
02;02127;Bruyères-sur-Fère;;213;24
02;02128;Bruyères-et-Montbérault;;1410;121
02;02129;Bruys;;26;5
02;02130;Bucilly;;246;19
02;02131;Bucy-le-Long;;1841;143
02;02132;Bucy-lès-Cerny;;188;22
02;02133;Bucy-lès-Pierrepont;;432;30
02;02134;Buire;;868;210
02;02135;Buironfosse;;1258;71
02;02136;Burelles;;182;13
02;02137;Bussiares;;75;10
02;02138;Buzancy;;188;40
02;02139;Caillouël-Crépigny;;457;69
02;02140;Camelin;;401;44
02;02141;Capelle ;la;2149;175
02;02142;Castres;;156;27
02;02143;Catelet ;le;223;544
02;02144;Caulaincourt;;110;18
02;02145;Caumont;;482;84
02;02146;Celles-lès-Condé;;78;20
02;02147;Celle-sous-Montmirail ;la;82;14
02;02148;Celles-sur-Aisne;;216;35
02;02149;Cerizy;;64;16
02;02150;Cerny-en-Laonnois;;49;7
02;02151;Cerny-lès-Bucy;;113;35
02;02152;Cerseuil;;72;16
02;02153;Cessières;;416;40
02;02154;Chacrise;;320;25
02;02155;Chaillevois;;174;80
02;02156;Chalandry;;225;29
02;02157;Chambry;;709;80
02;02158;Chamouille;;147;44
02;02159;Champs;;291;32
02;02160;Chaourse;;522;28
02;02161;Chapelle-Monthodon ;la;173;12
02;02162;Chapelle-sur-Chézy ;la;182;23
02;02163;Charly;;2475;121
02;02164;Charmel ;le;268;27
02;02165;Charmes;;1855;507
02;02166;Chartèves;;303;35
02;02167;Chassemy;;674;62
02;02168;Château-Thierry;;15312;925
02;02169;Châtillon-lès-Sons;;82;8
02;02170;Châtillon-sur-Oise;;139;53
02;02171;Chaudardes;;68;14
02;02172;Chaudun;;287;34
02;02173;Chauny;;12926;973
02;02174;Chavignon;;769;67
02;02175;Chavigny;;159;30
02;02176;Chavonne;;153;42
02;02177;Chérêt;;122;33
02;02178;Chermizy-Ailles;;79;7
02;02179;Chéry-Chartreuve;;293;21
02;02180;Chéry-lès-Pouilly;;702;41
02;02181;Chéry-lès-Rozoy;;100;21
02;02182;Chevennes;;136;22
02;02183;Chevregny;;178;20
02;02184;Chevresis-Monceau;;348;21
02;02185;Chézy-en-Orxois;;324;20
02;02186;Chézy-sur-Marne;;1257;56
02;02187;Chierry;;1120;397
02;02188;Chigny;;175;17
02;02189;Chivres-en-Laonnois;;321;24
02;02190;Chivres-Val;;596;108
02;02191;Chivy-lès-Etouvelles;;515;145
02;02192;Chouy;;269;13
02;02193;Cierges;;81;10
02;02194;Cilly;;265;28
02;02195;Ciry-Salsogne;;629;70
02;02196;Clacy-et-Thierret;;359;85
02;02197;Clairfontaine;;514;36
02;02198;Clamecy;;292;86
02;02199;Clastres;;559;68
02;02200;Clermont-les-Fermes;;130;14
02;02201;Coeuvres-et-Valsery;;449;36
02;02203;Coincy;;1039;60
02;02204;Coingt;;113;15
02;02205;Colligis-Crandelain;;152;23
02;02206;Colonfay;;86;26
02;02207;Commenchon;;160;48
02;02208;Concevreux;;159;13
02;02209;Condé-en-Brie;;591;130
02;02210;Condé-sur-Aisne;;318;85
02;02211;Condé-sur-Suippe;;279;48
02;02212;Condren;;725;130
02;02213;Connigis;;256;47
02;02214;Contescourt;;79;23
02;02215;Corbeny;;591;39
02;02216;Corcy;;254;35
02;02217;Coucy-le-Château-Auffrique;;1058;92
02;02218;Coucy-lès-Eppes;;581;96
02;02219;Coucy-la-Ville;;189;31
02;02220;Coulonges-Cohan;;384;13
02;02221;Coupru;;123;16
02;02222;Courbes;;40;13
02;02223;Courboin;;239;17
02;02224;Courcelles-sur-Vesles;;270;31
02;02225;Courchamps;;107;39
02;02226;Courmelles;;1915;283
02;02227;Courmont;;106;11
02;02228;Courtemont-Varennes;;289;48
02;02229;Courtrizy-et-Fussigny;;58;14
02;02230;Couvrelles;;170;23
02;02231;Couvron-et-Aumencourt;;899;67
02;02232;Coyolles;;370;15
02;02233;Cramaille;;108;13
02;02234;Craonne;;68;8
02;02235;Craonnelle;;97;16
02;02236;Crécy-au-Mont;;294;25
02;02237;Crécy-sur-Serre;;1542;86
02;02238;Crépy;;1574;57
02;02239;Crézancy;;1033;146
02;02240;Croix-Fonsommes;;210;22
02;02241;Croix-sur-Ourcq ;la;117;11
02;02242;Crouttes-sur-Marne;;594;137
02;02243;Crouy;;2819;272
02;02244;Crupilly;;76;22
02;02245;Cuffies;;1320;263
02;02246;Cugny;;501;53
02;02248;Cuirieux;;142;22
02;02249;Cuiry-Housse;;99;12
02;02250;Cuiry-lès-Chaudardes;;35;7
02;02251;Cuiry-lès-Iviers;;40;8
02;02252;Cuissy-et-Geny;;72;14
02;02253;Cuisy-en-Almont;;321;35
02;02254;Cutry;;88;18
02;02255;Cys-la-Commune;;120;27
02;02256;Dagny-Lambercy;;160;16
02;02257;Dallon;;395;68
02;02258;Dammard;;441;55
02;02259;Dampleux;;345;42
02;02260;Danizy;;560;125
02;02261;Dercy;;361;32
02;02262;Deuillet;;159;42
02;02263;Dhuizel;;101;15
02;02264;Dizy-le-Gros;;762;38
02;02265;Dohis;;126;16
02;02266;Dolignon;;55;16
02;02267;Dommiers;;252;35
02;02268;Domptin;;420;92
02;02269;Dorengt;;171;16
02;02270;Douchy;;152;30
02;02271;Dravegny;;139;9
02;02272;Droizy;;66;12
02;02273;Dury;;181;23
02;02274;Ebouleau;;209;16
02;02275;Effry;;402;145
02;02276;Englancourt;;109;14
02;02277;Epagny;;339;31
02;02278;Eparcy;;42;6
02;02279;Epaux-Bézu;;433;22
02;02280;Epieds;;332;18
02;02281;Epine-aux-Bois ;l';232;19
02;02282;Eppes;;359;47
02;02283;Erlon;;269;30
02;02284;Erloy;;139;19
02;02286;Esquéhéries;;1005;62
02;02287;Essigny-le-Grand;;1252;94
02;02288;Essigny-le-Petit;;399;88
02;02289;Essises;;325;44
02;02290;Essômes-sur-Marne;;2479;87
02;02291;Estrées;;434;62
02;02292;Etampes-sur-Marne;;1358;606
02;02293;Etaves-et-Bocquiaux;;636;46
02;02294;Etouvelles;;207;87
02;02295;Etréaupont;;966;55
02;02296;Etreillers;;1115;128
02;02297;Etrépilly;;87;17
02;02298;Etreux;;1754;169
02;02299;Evergnicourt;;548;60
02;02301;Faucoucourt;;246;33
02;02302;Faverolles;;308;22
02;02303;Fayet;;582;99
02;02304;Fère ;la;2930;435
02;02305;Fère-en-Tardenois;;3168;155
02;02306;Ferté-Chevresis ;la;626;26
02;02307;Ferté-Milon ;la;2208;120
02;02308;Fesmy-le-Sart;;485;30
02;02309;Festieux;;449;67
02;02310;Fieulaine;;255;33
02;02311;Filain;;85;18
02;02312;Flamengrie ;la;1073;41
02;02313;Flavigny-le-Grand-et-Beaurain;;466;34
02;02315;Flavy-le-Martel;;1563;122
02;02316;Fleury;;128;20
02;02317;Fluquières;;184;35
02;02318;Folembray;;1421;161
02;02319;Fonsommes;;545;57
02;02320;Fontaine-lès-Clercs;;260;49
02;02321;Fontaine-lès-Vervins;;838;42
02;02322;Fontaine-Notre-Dame;;424;36
02;02323;Fontaine-Uterte;;135;23
02;02324;Fontenelle;;265;25
02;02325;Fontenelle-en-Brie;;153;18
02;02326;Fontenoy;;541;60
02;02327;Foreste;;165;33
02;02328;Fossoy;;621;86
02;02329;Fourdrain;;390;41
02;02330;Francilly-Selency;;419;77
02;02331;Franqueville;;113;37
02;02332;Fresnes-en-Tardenois;;245;28
02;02333;Fresnes;;146;20
02;02334;Fresnoy-le-Grand;;3581;238
02;02335;Fressancourt;;163;65
02;02336;Frières-Faillouël;;775;51
02;02337;Froidestrées;;199;41
02;02338;Froidmont-Cohartille;;234;27
02;02339;Gandelu;;537;54
02;02340;Gauchy;;5736;919
02;02341;Gercy;;332;52
02;02342;Gergny;;150;26
02;02343;Germaine;;75;17
02;02344;Gernicourt;;59;8
02;02345;Gibercourt;;33;12
02;02346;Gizy;;652;64
02;02347;Gland;;503;89
02;02348;Glennes;;129;15
02;02349;Goudelancourt-lès-Berrieux;;65;12
02;02350;Goudelancourt-lès-Pierrepont;;129;15
02;02351;Goussancourt;;78;9
02;02352;Gouy;;641;36
02;02353;Grandlup-et-Fay;;329;16
