#Dp;INSEE;Commune;Pfx;Habitants;Densité
67;67559;Zittersheim;;217;27
67;67560;Zoebersdorf;;152;82
68;68001;Algolsheim;;671;93
68;68002;Altenach;;360;58
68;68004;Altkirch;;5090;534
68;68005;Ammerschwihr;;1869;95
68;68006;Ammerzwiller;;278;91
68;68007;Andolsheim;;1565;135
68;68008;Appenwihr;;417;54
68;68009;Artzenheim;;607;63
68;68010;Aspach;;887;211
68;68011;Aspach-le-Bas;;869;108
68;68012;Aspach-le-Haut;;871;100
68;68013;Attenschwiller;;693;136
68;68014;Aubure;;372;76
68;68015;Baldersheim;;2238;175
68;68016;Balgau;;629;66
68;68017;Ballersdorf;;642;60
68;68018;Balschwiller;;669;68
68;68019;Baltzenheim;;458;70
68;68020;Bantzenheim;;1538;72
68;68021;Bartenheim;;2483;193
68;68022;Battenheim;;1174;70
68;68023;Beblenheim;;918;164
68;68024;Bellemagny;;157;75
68;68025;Bendorf;;202;27
68;68026;Bennwihr;;1003;152
68;68027;Berentzwiller;;233;38
68;68028;Bergheim;;1802;94
68;68029;Bergholtz;;920;217
68;68030;Bergholtzzell;;288;126
68;68031;Bernwiller;;447;59
68;68032;Berrwiller;;912;119
68;68033;Bettendorf;;389;82
68;68034;Bettlach;;247;60
68;68035;Biederthal;;232;56
68;68036;Biesheim;;2125;128
68;68037;Bilzheim;;314;44
68;68038;Bischwihr;;598;186
68;68039;Bisel;;534;66
68;68040;Bitschwiller-lès-Thann;;2052;162
68;68041;Blodelsheim;;1318;64
68;68042;Blotzheim;;3090;212
68;68043;Bollwiller;;3194;370
68;68044;Bonhomme ;le;607;28
68;68045;Bourbach-le-Bas;;508;84
68;68046;Bourbach-le-Haut;;257;37
68;68049;Bouxwiller;;314;49
68;68050;Bréchaumont;;351;54
68;68051;Breitenbach-Haut-Rhin;;854;92
68;68052;Bretten;;97;23
68;68054;Brinckheim;;285;84
68;68055;Bruebach;;901;129
68;68056;Brunstatt;;5160;534
68;68057;Buethwiller;;199;52
68;68058;Buhl;;2755;313
68;68059;Burnhaupt-le-Bas;;1018;86
68;68060;Burnhaupt-le-Haut;;1426;114
68;68061;Buschwiller;;767;184
68;68062;Carspach;;1399;81
68;68063;Cernay;;10313;572
68;68064;Chalampé;;1011;212
68;68065;Chavannes-sur-l'Etang;;374;62
68;68066;Colmar;;63498;954
68;68067;Courtavon;;290;30
68;68068;Dannemarie;;1820;418
68;68069;Dessenheim;;928;48
68;68070;Didenheim;;1771;399
68;68071;Diefmatten;;227;72
68;68072;Dietwiller;;1258;114
68;68073;Dolleren;;343;41
68;68074;Durlinsdorf;;462;59
68;68075;Durmenach;;853;148
68;68076;Durrenentzen;;584;94
68;68077;Eglingen;;231;62
68;68078;Eguisheim;;1530;108
68;68079;Elbach;;256;81
68;68080;Emlingen;;227;94
68;68081;St-Bernard;;382;63
68;68082;Ensisheim;;6164;168
68;68083;Eschbach-au-Val;;375;77
68;68084;Eschentzwiller;;1116;350
68;68085;Eteimbes;;232;47
68;68086;Falkwiller;;174;49
68;68087;Feldbach;;374;75
68;68088;Feldkirch;;835;198
68;68089;Fellering;;1501;71
68;68090;Ferrette;;863;445
68;68091;Fessenheim;;2000;109
68;68092;Fislis;;380;50
68;68093;Flaxlanden;;1101;254
68;68094;Folgensbourg;;581;86
68;68095;Fortschwihr;;732;153
68;68096;Franken;;252;41
68;68097;Fréland;;1134;57
68;68098;Friesen;;585;69
68;68099;Froeningen;;467;105
68;68100;Fulleren;;290;55
68;68101;Galfingue;;522;97
68;68102;Geishouse;;423;58
68;68103;Geispitzen;;441;73
68;68104;Geiswasser;;223;27
68;68105;Gildwiller;;282;56
68;68106;Goldbach-Altenbach;;210;23
68;68107;Gommersdorf;;365;88
68;68108;Grentzingen;;515;99
68;68109;Griesbach-au-Val;;587;124
68;68110;Grussenheim;;714;95
68;68111;Gueberschwihr;;703;79
68;68112;Guebwiller;;10942;1132
68;68113;Guémar;;1162;64
68;68114;Guevenatten;;110;51
68;68115;Guewenheim;;1140;133
68;68116;Gundolsheim;;563;68
68;68117;Gunsbach;;709;115
68;68118;Habsheim;;3799;243
68;68119;Hagenbach;;595;124
68;68120;Hagenthal-le-Bas;;896;145
68;68121;Hagenthal-le-Haut;;428;87
68;68122;Hartmannswiller;;503;105
68;68123;Hattstatt;;721;121
68;68124;Hausgauen;;351;61
68;68125;Hecken;;372;152
68;68126;Hégenheim;;2310;345
68;68127;Heidwiller;;531;119
68;68128;Heimersdorf;;573;75
68;68129;Heimsbrunn;;1098;104
68;68130;Heiteren;;541;24
68;68131;Heiwiller;;178;87
68;68132;Helfrantzkirch;;685;110
68;68133;Henflingen;;135;51
68;68134;Herrlisheim-près-Colmar;;1509;196
68;68135;Hésingue;;1713;187
68;68136;Hettenschlag;;246;32
68;68137;Hindlingen;;407;51
68;68138;Hirsingue;;2015;156
68;68139;Hirtzbach;;1143;82
68;68140;Hirtzfelden;;848;38
68;68141;Hochstatt;;1831;214
68;68142;Hohrod;;293;53
68;68143;Holtzwihr;;831;129
68;68144;Hombourg;;798;52
68;68145;Horbourg-Wihr;;4518;480
68;68146;Houssen;;1348;201
68;68147;Hunawihr;;503;105
68;68148;Hundsbach;;211;52
68;68149;Huningue;;6252;2186
68;68150;Husseren-les-Châteaux;;377;314
68;68151;Husseren-Wesserling;;919;181
68;68152;Illfurth;;1828;200
68;68153;Illhaeusern;;578;55
68;68154;Illzach;;15485;2065
68;68155;Ingersheim;;4063;546
68;68156;Issenheim;;2838;347
68;68157;Jebsheim;;918;62
68;68158;Jettingen;;470;75
68;68159;Jungholtz;;677;169
68;68160;Kappelen;;412;80
68;68161;Katzenthal;;505;144
68;68162;Kaysersberg;;2755;111
68;68163;Kembs;;3016;183
68;68164;Kientzheim;;933;193
68;68165;Kiffis;;237;36
68;68166;Kingersheim;;11258;1683
68;68167;Kirchberg;;802;119
68;68168;Knoeringue;;227;49
68;68169;Koestlach;;393;48
68;68170;Koetzingue;;422;82
68;68171;Kruth;;976;44
68;68172;Kunheim;;1313;112
68;68173;Labaroche;;1676;125
68;68174;Landser;;1941;638
68;68175;Lapoutroie;;1981;94
68;68176;Largitzen;;264;47
68;68177;Lautenbach;;1394;107
68;68178;Lautenbachzell;;912;39
68;68179;Lauw;;948;206
68;68180;Leimbach;;734;206
68;68181;Levoncourt;;204;39
68;68182;Leymen;;915;79
68;68183;Liebenswiller;;159;41
68;68184;Liebsdorf;;257;61
68;68185;Lièpvre;;1558;124
68;68186;Ligsdorf;;313;31
68;68187;Linsdorf;;226;67
68;68188;Linthal;;512;25
68;68189;Logelheim;;406;94
68;68190;Lucelle;;71;7
68;68191;Luemschwiller;;674;93
68;68192;Valdieu-Lutran;;274;53
68;68193;Luttenbach-près-Munster;;717;91
68;68194;Lutter;;283;33
68;68195;Lutterbach;;5325;622
68;68196;Magny;;187;43
68;68197;Magstatt-le-Bas;;337;101
68;68198;Magstatt-le-Haut;;210;54
68;68199;Malmerspach;;537;202
68;68200;Manspach;;424;80
68;68201;Masevaux;;3267;141
68;68202;Mertzen;;185;92
68;68203;Merxheim;;1039;114
68;68204;Metzeral;;1041;34
68;68205;Meyenheim;;884;69
68;68206;Michelbach;;232;69
68;68207;Michelbach-le-Bas;;627;127
68;68208;Michelbach-le-Haut;;471;64
68;68209;Mittelwihr;;732;302
68;68210;Mittlach;;291;26
68;68211;Mitzach;;378;59
68;68212;Moernach;;454;67
68;68213;Mollau;;397;45
68;68214;Montreux-Jeune;;262;78
68;68215;Montreux-Vieux;;905;219
68;68216;Mooslargue;;268;48
68;68217;Moosch;;1906;125
68;68218;Morschwiller-le-Bas;;2445;324
68;68219;Mortzwiller;;194;46
68;68221;Muespach;;789;69
68;68222;Muespach-le-Haut;;676;98
68;68223;Muhlbach-sur-Munster;;631;80
68;68224;Mulhouse;;108357;4885
68;68225;Munchhouse;;1216;51
68;68226;Munster;;4657;539
68;68227;Muntzenheim;;860;133
68;68228;Munwiller;;367;54
68;68229;Murbach;;116;17
68;68230;Nambsheim;;345;34
68;68231;Neuf-Brisach;;2092;1573
68;68232;Neuwiller;;533;143
68;68233;Niederbruck;;364;96
68;68234;Niederentzen;;320;36
68;68235;Niederhergheim;;852;68
68;68237;Niedermorschwihr;;609;182
68;68238;Niffer;;614;70
68;68239;Oberbruck;;462;107
68;68240;Oberdorf;;513;124
68;68241;Oberentzen;;536;61
68;68242;Oberhergheim;;1071;54
68;68243;Oberlarg;;146;18
68;68244;Obermorschwihr;;354;223
68;68245;Obermorschwiller;;368;61
68;68246;Obersaasheim;;706;55
68;68247;Oderen;;1340;70
68;68248;Oltingue;;711;53
68;68249;Orbey;;3282;71
68;68250;Orschwihr;;849;120
68;68251;Osenbach;;811;145
68;68252;Ostheim;;1335;164
68;68253;Ottmarsheim;;1897;74
68;68254;Petit-Landau;;646;37
68;68255;Pfaffenheim;;1130;78
68;68256;Pfastatt;;8061;1538
68;68257;Pfetterhouse;;971;68
68;68258;Pulversheim;;2021;237
68;68259;Raedersdorf;;491;66
68;68260;Raedersheim;;807;142
68;68261;Rammersmatt;;169;31
68;68262;Ranspach;;907;80
68;68263;Ranspach-le-Bas;;596;135
68;68264;Ranspach-le-Haut;;387;88
68;68265;Rantzwiller;;452;83
68;68266;Réguisheim;;1536;64
68;68267;Reiningue;;1683;91
68;68268;Retzwiller;;538;131
68;68269;Ribeauvillé;;4774;148
68;68270;Richwiller;;3150;568
68;68271;Riedisheim;;11868;1705
68;68272;Riedwihr;;315;104
68;68273;Riespach;;608;80
68;68274;Rimbach-près-Guebwiller;;223;46
68;68275;Rimbach-près-Masevaux;;456;27
68;68276;Rimbachzell;;196;109
68;68277;Riquewihr;;1075;63
68;68278;Rixheim;;11669;597
68;68279;Roderen;;817;114
68;68280;Rodern;;266;38
68;68281;Roggenhouse;;377;58
68;68282;Romagny;;162;56
68;68283;Rombach-le-Franc;;764;43
68;68284;Roppentzwiller;;736;177
68;68285;Rorschwihr;;350;142
68;68286;Rosenau;;1501;232
68;68287;Rouffach;;4303;107
68;68288;Ruederbach;;270;61
68;68289;Ruelisheim;;2653;365
68;68290;Rustenhart;;665;54
68;68291;Rumersheim-le-Haut;;838;50
68;68292;St-Amarin;;2400;207
68;68293;St-Cosme;;45;17
68;68294;Ste-Croix-aux-Mines;;1932;69
68;68295;Ste-Croix-en-Plaine;;1895;74
68;68296;St-Hippolyte;;1078;60
68;68297;St-Louis;;19547;1160
68;68298;Ste-Marie-aux-Mines;;5767;128
68;68299;St-Ulrich;;262;68
68;68300;Sausheim;;4748;281
68;68301;Schlierbach;;801;68
68;68302;Schweighouse-Thann;;658;61
68;68303;Schwoben;;167;70
68;68304;Sentheim;;1162;188
68;68305;Seppois-le-Bas;;836;124
68;68306;Seppois-le-Haut;;335;53
68;68307;Sewen;;539;25
68;68308;Sickert;;308;60
68;68309;Sierentz;;2106;159
68;68310;Sigolsheim;;931;161
68;68311;Sondernach;;540;22
68;68312;Sondersdorf;;300;36
68;68313;Soppe-le-Bas;;378;67
68;68314;Soppe-le-Haut;;442;60
68;68315;Soultz-Haut-Rhin;;5867;198
68;68316;Soultzbach-les-Bains;;588;83
68;68317;Soultzeren;;1024;56
68;68318;Soultzmatt;;1997;102
68;68319;Spechbach-le-Bas;;591;143
68;68320;Spechbach-le-Haut;;512;131
68;68321;Staffelfelden;;3331;449
68;68322;Steinbach;;1149;189
68;68323;Steinbrunn-le-Bas;;618;72
68;68324;Steinbrunn-le-Haut;;528;57
68;68325;Steinsoultz;;606;149
68;68326;Sternenberg;;105;31
68;68327;Stetten;;248;57
68;68328;Storckensohn;;239;47
68;68329;Stosswihr;;1276;48
68;68330;Strueth;;281;65
68;68331;Sundhoffen;;1756;138
68;68332;Tagolsheim;;691;217
68;68333;Tagsdorf;;262;105
68;68334;Thann;;7751;620
68;68335;Thannenkirch;;336;73
68;68336;Traubach-le-Bas;;366;54
68;68337;Traubach-le-Haut;;400;58
68;68338;Turckheim;;3567;217
68;68340;Ueberstrass;;313;61
68;68341;Uffheim;;767;176
68;68342;Uffholtz;;1303;109
68;68343;Ungersheim;;1457;108
68;68344;Urbès;;502;40
68;68345;Urschenheim;;569;89
68;68347;Vieux-Ferrette;;525;79
68;68348;Vieux-Thann;;2864;560
68;68349;Village-Neuf;;2920;428
68;68350;Voegtlinshoffen;;446;112
68;68351;Vogelgrun;;415;83
68;68352;Volgelsheim;;2695;312
68;68353;Wahlbach;;242;38
68;68354;Walbach;;759;139
68;68355;Waldighofen;;1048;253
68;68356;Walheim;;716;148
68;68357;Waltenheim;;357;154
68;68358;Wasserbourg;;425;45
68;68359;Wattwiller;;1506;111
68;68360;Weckolsheim;;252;36
68;68361;Wegscheid;;299;30
68;68362;Wentzwiller;;529;112
68;68363;Werentzhouse;;462;103
68;68364;Westhalten;;770;70
68;68365;Wettolsheim;;1616;182
68;68366;Wickerschwihr;;504;222
68;68367;Widensohlen;;825;77
68;68368;Wihr-au-Val;;1089;87
68;68370;Wildenstein;;189;19
68;68371;Willer;;316;51
68;68372;Willer-sur-Thur;;1947;108
68;68373;Winkel;;331;42
68;68374;Wintzenheim;;6554;345
68;68375;Wittelsheim;;10452;442
68;68376;Wittenheim;;14324;753
68;68377;Wittersdorf;;660;139
68;68378;Wolfersdorf;;314;86
68;68379;Wolfgantzen;;822;88
68;68380;Wolschwiller;;430;42
68;68381;Wuenheim;;800;130
68;68382;Zaessingue;;248;50
68;68383;Zellenberg;;343;69
68;68384;Zillisheim;;1919;233
68;68385;Zimmerbach;;709;314
68;68386;Zimmersheim;;931;296
69;69001;Affoux;;202;19
69;69002;Aigueperse;;240;19
69;69003;Albigny-sur-Saône;;2836;1104
69;69004;Alix;;665;184
69;69005;Ambérieux;;378;83
69;69006;Amplepuis;;4839;126
69;69007;Ampuis;;2051;132
69;69008;Ancy;;448;38
69;69009;Anse;;4458;293
69;69010;Arbresle ;l';5199;1547
69;69012;Ardillats ;les;424;18
69;69013;Arnas;;2783;159
69;69014;Aveize;;904;54
69;69015;Avenas;;105;11
69;69016;Azolette;;74;18
69;69017;Bagnols;;636;87
69;69018;Beaujeu;;1874;105
69;69019;Belleville;;5935;570
69;69020;Belmont;;509;337
69;69021;Bessenay;;1611;115
69;69022;Bibost;;351;67
69;69023;Blacé;;1093;99
69;69024;Bois-d'Oingt ;le;1518;296
69;69025;Bourg-de-Thizy;;2883;199
69;69026;Breuil ;le;310;55
69;69027;Brignais;;10036;969
69;69028;Brindas;;3555;315
69;69029;Bron;;39683;3853
69;69030;Brullioles;;559;46
69;69031;Brussieu;;641;95
69;69032;Bully;;1464;116
69;69033;Cailloux-sur-Fontaines;;1750;201
69;69034;Caluire-et-Cuire;;41311;3953
69;69035;Cenves;;319;12
69;69036;Cercié;;648;131
69;69037;Chambost-Allières;;618;44
69;69038;Chambost-Longessaigne;;632;41
69;69039;Chamelet;;510;35
69;69040;Champagne-au-Mont-d'Or;;4934;1905
69;69041;Chapelle-de-Mardore ;la;187;32
69;69042;Chapelle-sur-Coise ;la;313;48
69;69043;Chaponost;;6911;423
69;69044;Charbonnières-les-Bains;;4033;977
69;69045;Charentay;;869;63
69;69046;Charly;;3233;635
69;69047;Charnay;;775;110
69;69048;Chassagny;;749;80
69;69049;Chasselay;;2002;157
69;69050;Châtillon;;1591;149
69;69051;Chaussan;;625;79
69;69052;Chazay-d'Azergues;;3314;558
69;69053;Chénas;;372;45
69;69054;Chénelette;;284;26
69;69055;Chères ;les;1027;188
69;69056;Chessy;;1262;277
69;69057;Chevinay;;342;39
69;69058;Chiroubles;;379;52
69;69059;Civrieux-d'Azergues;;1099;219
69;69060;Claveisolles;;519;18
69;69061;Cogny;;831;143
69;69062;Coise;;556;62
69;69063;Collonges-au-Mont-d'Or;;3165;837
69;69064;Condrieu;;3093;336
69;69065;Corcelles-en-Beaujolais;;633;68
69;69066;Cours-la-Ville;;4637;238
69;69067;Courzieu;;1013;37
69;69068;Couzon-au-Mont-d'Or;;2564;824
69;69069;Craponne;;7048;1526
69;69070;Cublize;;984;63
69;69071;Curis-au-Mont-d'Or;;735;243
69;69072;Dardilly;;6688;478
69;69073;Dareizé;;298;44
69;69074;Denicé;;1121;118
69;69075;Dième;;83;9
69;69076;Dommartin;;1616;224
69;69077;Dracé;;696;47
69;69078;Duerne;;604;53
69;69080;Echalas;;1032;49
69;69081;Ecully;;18360;2173
69;69082;Emeringes;;182;60
69;69083;Eveux;;817;246
69;69084;Fleurie;;1105;79
69;69085;Fleurieu-sur-Saône;;943;324
69;69086;Fleurieux-sur-l'Arbresle;;1840;193
69;69087;Fontaines-St-Martin;;2124;775
69;69088;Fontaines-sur-Saône;;6760;2914
69;69089;Francheville;;10863;1328
69;69090;Frontenas;;745;218
69;69091;Givors;;19777;1141
69;69092;Gleizé;;8317;795
69;69093;Grandris;;1068;70
69;69094;Grézieu-la-Varenne;;3256;437
69;69095;Grézieu-le-Marché;;728;63
69;69096;Grigny;;7498;1304
69;69097;Haies ;les;594;37
69;69098;Halles ;les;259;84
69;69099;Haute-Rivoire;;1100;54
69;69100;Irigny;;7955;900
69;69101;Jarnioux;;542;129
69;69102;Joux;;512;20
69;69103;Juliénas;;703;93
69;69104;Jullié;;361;37
69;69105;Lacenas;;714;213
69;69106;Lachassagne;;605;171
69;69107;Lamure-sur-Azergues;;782;50
69;69108;Lancié;;581;88
69;69109;Lantignié;;536;72
69;69110;Larajasse;;1371;41
69;69111;Légny;;337;85
69;69112;Lentilly;;3819;208
69;69113;Létra;;583;40
69;69114;Liergues;;1189;223
69;69115;Limas;;3652;662
69;69116;Limonest;;2459;293
69;69117;Lissieu;;2535;448
69;69118;Loire-sur-Rhône;;1927;116
69;69119;Longes;;654;27
69;69120;Longessaigne;;483;41
69;69121;Lozanne;;1645;299
69;69122;Lucenay;;1205;192
69;69380;Lyon;;415487;8679
69;69124;Marchampt;;303;17
69;69125;Marcilly-d'Azergues;;714;171
69;69126;Marcy;;531;159
69;69127;Marcy-l'Etoile;;2599;484
69;69128;Mardore;;447;33
69;69129;Marnand;;494;56
69;69130;Meaux-la-Montagne;;166;18
69;69131;Messimy;;2017;182
69;69132;Meys;;592;40
69;69133;Millery;;3006;326
69;69134;Moiré;;169;83
69;69135;Monsols;;814;41
69;69136;Montagny;;2202;265
69;69137;Montmelas-St-Sorlin;;369;87
69;69138;Montromant;;319;29
69;69139;Montrottier;;1337;58
69;69140;Morancé;;1387;150
69;69141;Mornant;;3900;247
69;69142;Mulatière ;la;7296;4009
69;69143;Neuville-sur-Saône;;6762;1236
69;69144;Nuelles;;436;216
69;69145;Odenas;;750;83
69;69146;Oingt;;445;114
69;69147;Olmes ;les;648;233
69;69148;Orliénas;;1617;155
69;69149;Oullins;;26129;5938
69;69150;Ouroux;;311;15
69;69151;Perréon ;le;901;62
69;69152;Pierre-Bénite;;9574;2137
69;69153;Poleymieux-au-Mont-d'Or;;845;136
69;69154;Pollionnay;;1262;80
69;69155;Pomeys;;842;64
69;69156;Pommiers;;1619;209
69;69157;Pontcharra-sur-Turdine;;2086;441
69;69158;Pont-Trambouze;;548;135
69;69159;Pouilly-le-Monial;;654;172
69;69160;Poule-les-Echarmeaux;;838;27
69;69161;Propières;;404;25
69;69162;Quincié-en-Beaujolais;;1059;48
69;69163;Quincieux;;2300;130
69;69164;Ranchal;;218;14
69;69165;Régnié-Durette;;910;78
69;69166;Riverie;;208;495
69;69167;Rivolet;;369;23
69;69168;Rochetaillée-sur-Saône;;903;700
69;69169;Ronno;;544;24
69;69170;Rontalon;;717;57
69;69171;Sain-Bel;;1892;514
69;69172;Salles-Arbuissonnas-en-Beaujolais;;507;117
69;69173;Sarcey;;690;69
69;69174;Sauvages ;les;561;45
69;69175;Savigny;;1535;72
69;69176;Soucieu-en-Jarrest;;2654;187
69;69177;Sourcieux-les-Mines;;1349;135
69;69178;Souzy;;615;121
69;69179;St-Andéol-le-Château;;1158;116
69;69180;St-André-la-Côte;;185;39
69;69181;St-Appolinaire;;101;18
69;69182;St-Bonnet-des-Bruyères;;412;19
69;69183;St-Bonnet-le-Troncy;;265;17
69;69184;Ste-Catherine;;770;56
69;69185;St-Christophe;;218;15
69;69186;St-Clément-de-Vers;;177;20
69;69187;St-Clément-les-Places;;473;38
69;69188;St-Clément-sur-Valsonne;;467;32
69;69189;Ste-Colombe;;1560;975
69;69190;Ste-Consorce;;1223;210
69;69191;St-Cyr-au-Mont-d'Or;;5318;729
69;69192;St-Cyr-le-Chatoux;;85;14
69;69193;St-Cyr-sur-le-Rhône;;818;136
69;69194;St-Didier-au-Mont-d'Or;;5967;715
69;69195;St-Didier-sous-Riverie;;1018;73
69;69196;St-Didier-sur-Beaujeu;;439;30
69;69197;St-Etienne-des-Oullières;;1367;142
69;69198;St-Etienne-la-Varenne;;518;74
69;69199;St-Fons;;15735;2597
69;69200;St-Forgeux;;1232;55
69;69201;Ste-Foy-l'Argentière;;1152;748
69;69202;Ste-Foy-lès-Lyon;;21450;3141
69;69203;St-Genis-l'Argentière;;802;75
69;69204;St-Genis-Laval;;18782;1454
69;69205;St-Genis-les-Ollières;;4211;1126
69;69206;St-Georges-de-Reneins;;3509;128
69;69207;St-Germain-au-Mont-d'Or;;2429;447
69;69208;St-Germain-sur-l'Arbresle;;942;144
69;69209;St-Igny-de-Vers;;503;18
69;69210;St-Jacques-des-Arrêts;;130;17
69;69211;St-Jean-d'Ardières;;2189;176
69;69212;St-Jean-des-Vignes;;324;126
69;69213;St-Jean-de-Touslas;;549;99
69;69214;St-Jean-la-Bussière;;847;55
69;69215;St-Julien;;641;93
69;69216;St-Julien-sur-Bibost;;404;30
69;69217;St-Just-d'Avray;;594;34
69;69218;St-Lager;;805;104
69;69219;St-Laurent-d'Agny;;1439;136
69;69220;St-Laurent-de-Chamousset;;1558;90
69;69221;St-Laurent-de-Vaux;;180;68
69;69222;St-Laurent-d'Oingt;;653;72
69;69223;St-Loup;;807;84
69;69224;St-Mamert;;60;19
69;69225;St-Marcel-l'Eclairé;;471;40
69;69227;St-Martin-en-Haut;;3081;80
69;69228;St-Maurice-sur-Dargoire;;1916;118
69;69229;St-Nizier-d'Azergues;;580;24
69;69230;Ste-Paule;;205;27
69;69231;St-Pierre-la-Palud;;1804;240
69;69233;St-Romain-au-Mont-d'Or;;904;345
69;69234;St-Romain-de-Popey;;1010;59
69;69235;St-Romain-en-Gal;;1341;100
69;69236;St-Romain-en-Gier;;511;126
69;69237;St-Sorlin;;532;113
69;69238;St-Symphorien-sur-Coise;;3211;789
69;69239;St-Vérand;;760;43
69;69240;St-Vincent-de-Reins;;711;51
69;69241;Taluyers;;1511;187
69;69242;Taponas;;466;61
69;69243;Tarare;;10720;766
69;69244;Tassin-la-Demi-Lune;;15460;1985
69;69245;Ternand;;588;55
69;69246;Theizé;;915;77
69;69247;Thel;;302;29
69;69248;Thizy;;2855;1472
69;69249;Thurins;;2104;109
69;69250;Tour-de-Salvagny ;la;3226;383
69;69251;Trades;;102;13
69;69252;Trèves;;471;62
69;69253;Tupin-et-Semons;;398;48
69;69254;Valsonne;;600;33
69;69255;Vaugneray;;3553;159
69;69256;Vaulx-en-Velin;;44174;2109
69;69257;Vaux-en-Beaujolais;;669;38
69;69258;Vauxrenard;;226;12
69;69259;Vénissieux;;60444;3943
69;69260;Vernaison;;4072;1010
69;69261;Vernay;;51;9
69;69263;Villechenève;;570;40
69;69264;Villefranche-sur-Saône;;29542;3116
69;69265;Ville-sur-Jarnioux;;571;56
69;69266;Villeurbanne;;116872;8049
69;69267;Villié-Morgon;;1522;81
69;69268;Vourles;;1844;329
69;69269;Yzeron;;675;63
69;69270;Chaponnay;;2913;154
69;69271;Chassieu;;8508;735
69;69272;Communay;;2918;277
69;69273;Corbas;;8101;682
69;69275;Décines-Charpieu;;24564;1444
69;69276;Feyzin;;8520;884
69;69277;Genas;;9316;391
69;69278;Genay;;4029;475
69;69279;Jonage;;5076;419
69;69280;Jons;;1001;135
69;69281;Marennes;;1205;97
69;69282;Meyzieu;;28077;1220
69;69283;Mions;;9145;790
69;69284;Montanay;;1835;256
69;69285;Pusignan;;2720;209
69;69286;Rillieux-la-Pape;;30791;2126
69;69287;St-Bonnet-de-Mure;;4604;282
69;69288;St-Laurent-de-Mure;;4513;242
69;69289;St-Pierre-de-Chandieu;;3523;120
69;69290;St-Priest;;41876;1409
69;69291;St-Symphorien-d'Ozon;;5167;386
69;69292;Sathonay-Camp;;4673;2384
69;69293;Sathonay-Village;;1401;272
69;69294;Sérézin-du-Rhône;;2257;569
69;69295;Simandres;;1044;100
69;69296;Solaize;;2008;248
69;69297;Ternay;;4085;507
69;69298;Toussieu;;1651;329
69;69299;Colombier-Saugnieu;;1833;66
70;70001;Abelcourt;;253;34
70;70002;Aboncourt-Gesincourt;;215;20
70;70003;Achey;;63;9
70;70004;Adelans-et-le-Val-de-Bithaine;;270;26
70;70005;Aillevans;;140;24
70;70006;Aillevillers-et-Lyaumont;;1883;52
70;70007;Ailloncourt;;225;24
70;70008;Ainvelle;;206;31
70;70009;Aisey-et-Richecourt;;125;16
70;70010;Alaincourt;;85;15
70;70011;Amage;;242;37
70;70012;Amance;;755;43
70;70013;Ambiévillers;;107;9
70;70014;Amblans-et-Velotte;;281;29
70;70015;Amoncourt;;321;79
70;70016;Amont-et-Effreney;;229;14
70;70017;Anchenoncourt-et-Chazel;;254;18
70;70018;Ancier;;490;111
70;70019;Andelarre;;136;30
70;70020;Andelarrot;;173;30
70;70021;Andornay;;103;70
70;70022;Angirey;;132;15
70;70023;Anjeux;;167;19
70;70024;Apremont;;362;25
70;70025;Arbecey;;226;14
70;70026;Arc-lès-Gray;;3121;258
70;70027;Argillières;;79;8
70;70028;Aroz;;158;24
70;70029;Arpenans;;186;16
70;70030;Arsans;;53;21
70;70031;Athesans-Etroitefontaine;;584;45
70;70032;Attricourt;;33;5
70;70035;Augicourt;;149;16
70;70036;Aulx-lès-Cromary;;138;32
70;70037;Autet;;301;27
70;70038;Authoison;;227;14
70;70039;Autoreille;;250;25
70;70040;Autrey-lès-Cerre;;155;28
70;70041;Autrey-lès-Gray;;505;16
70;70042;Autrey-le-Vay;;69;25
70;70043;Auvet-et-la-Chapelotte;;240;17
70;70044;Auxon;;369;29
70;70045;Avrigney-Virey;;299;13
70;70046;Aynans ;les;303;39
70;70047;Baignes;;112;39
70;70048;Bard-lès-Pesmes;;88;17
70;70049;Barges;;81;10
70;70050;Barre ;la;51;26
70;70051;Basse-Vaivre ;la;52;15
70;70052;Bassigney;;120;19
70;70053;Bâties ;les;65;9
70;70054;Battrans;;189;36
70;70055;Baudoncourt;;532;70
70;70056;Baulay;;338;41
70;70057;Bay;;60;12
70;70058;Beaujeu-St-Vallier-Pierrejux-et-Quit;;732;21
70;70059;Beaumotte-Aubertans;;345;25
70;70060;Beaumotte-lès-Pin;;234;28
70;70061;Belfahy;;70;23
70;70062;Belmont;;123;27
70;70063;Belonchamp;;238;35
70;70064;Belverne;;128;21
70;70065;Besnans;;52;18
70;70066;Betaucourt;;178;25
70;70067;Betoncourt-lès-Brotte;;48;16
70;70069;Betoncourt-St-Pancras;;50;8
70;70070;Betoncourt-sur-Mance;;62;17
70;70071;Beulotte-St-Laurent;;70;5
70;70072;Beveuge;;114;22
70;70073;Bithaine-et-le-Val;;15;2
70;70074;Blondefontaine;;254;19
70;70075;Bonboillon;;86;19
70;70076;Bonnevent-Velloreille;;250;47
70;70077;Borey;;202;14
70;70078;Bougey;;97;11
70;70079;Bougnon;;385;42
70;70080;Bouhans-et-Feurg;;245;25
70;70081;Bouhans-lès-Lure;;201;22
70;70082;Bouhans-lès-Montbozon;;81;16
70;70083;Bouligney;;481;34
70;70084;Boulot;;388;55
70;70085;Boult;;348;24
70;70086;Bourbévelle;;97;18
